external_id,subject_id,subject_name,subject_fullname,root_name
1380872,179,Sosyoloji,Sosyal > Sosyal > Sosyoloji,Sosyal
1380896,152,Odyoloji ve Konuşma-Dil Patolojisi,Fen > Tıp > Odyoloji ve Konuşma-Dil Patolojisi,Fen
1380896,166,Psikiyatri,Fen > Tıp > Psikiyatri,Fen
1380940,33,"Bilgisayar Bilimleri, Yazılım Mühendisliği","Fen > Mühendislik > Bilgisayar Bilimleri, Yazılım Mühendisliği",Fen
1380940,134,Meteoroloji ve Atmosferik Bilimler,Fen > Mühendislik > Meteoroloji ve Atmosferik Bilimler,Fen
1380940,42,Coğrafya,Sosyal > Sosyal > Coğrafya,Sosyal
1380940,44,Çevre Çalışmaları,Sosyal > Sosyal > Çevre Çalışmaları,Sosyal
1380941,134,Meteoroloji ve Atmosferik Bilimler,Fen > Mühendislik > Meteoroloji ve Atmosferik Bilimler,Fen
1380941,42,Coğrafya,Sosyal > Sosyal > Coğrafya,Sosyal
1380941,44,Çevre Çalışmaları,Sosyal > Sosyal > Çevre Çalışmaları,Sosyal
1381010,143,"Mühendislik, Jeoloji","Fen > Mühendislik > Mühendislik, Jeoloji",Fen
1381010,138,Mineraloji,Fen > Temel Bilimler > Mineraloji,Fen
1381010,160,Paleontoloji,Fen > Temel Bilimler > Paleontoloji,Fen
1381010,42,Coğrafya,Sosyal > Sosyal > Coğrafya,Sosyal
1381036,147,Müzik,Sosyal > Sosyal > Müzik,Sosyal
1381036,174,Sanat,Sosyal > Sosyal > Sanat,Sosyal
1381036,178,Sosyal Çalışma,Sosyal > Sosyal > Sosyal Çalışma,Sosyal
